timestamp,p,T,Tpot,rh,VPact,sh,H2OC,rho,wv,wd,rain,raining
01/01/20 10:10,1008.5,-1.53,270.98,87.4,4.77,2.95,4.73,1291.05,0.45,172.2,0,0
01/01/20 10:20,1008.46,-1.25,271.25,86.1,4.8,2.96,4.76,1289.7,0.47,173.3,0,0
01/01/20 10:30,1008.49,-1.24,271.26,86.1,4.8,2.97,4.76,1289.67,0.87,195.2,0,0
01/01/20 10:40,1008.37,-1.32,271.19,86.4,4.79,2.96,4.75,1289.9,0.77,200.5,0,0
01/01/20 10:50,1008.36,-1.03,271.49,85.9,4.87,3.01,4.83,1288.45,0.67,136.4,0,0
01/01/20 11:00,1008.34,-1.14,271.37,86.6,4.86,3.01,4.82,1288.99,0.78,95.7,0,0
01/01/20 11:10,1008.21,-0.83,271.7,85.8,4.93,3.05,4.89,1287.29,1.33,175.6,0,0
01/01/20 11:20,1008.02,-0.65,271.89,85.5,4.98,3.08,4.94,1286.18,1.48,181.4,0,0
01/01/20 11:30,1008.03,-0.43,272.11,85,5.03,3.11,4.99,1285.12,1.46,158.2,0,0
01/01/20 11:40,1007.84,-0.4,272.16,84.8,5.03,3.11,4.99,1284.73,1.24,138.7,0,0
01/01/20 11:50,1007.69,-0.06,272.5,84.1,5.11,3.16,5.07,1282.94,0.89,148.7,0,0
01/01/20 12:00,1007.62,0.68,273.24,82,5.26,3.25,5.22,1279.31,0.7,154.7,0,0
01/01/20 12:10,1007.59,0.93,273.5,80.5,5.26,3.25,5.22,1278.1,0.83,149.4,0,0
01/01/20 12:20,1007.56,1.23,273.8,80.1,5.35,3.31,5.31,1276.59,0.95,177.8,0,0
01/01/20 12:30,1007.44,1.7,274.27,78.3,5.41,3.35,5.37,1274.26,1.24,175.8,0,0
01/01/20 12:40,1007.29,1.98,274.57,77.5,5.46,3.38,5.42,1272.73,0.99,155.7,0,0
01/01/20 12:50,1007.12,2.62,275.22,75.3,5.56,3.44,5.52,1269.52,0.65,191.3,0,0
01/01/20 13:00,1007.04,2.83,275.44,74.2,5.56,3.44,5.52,1268.45,0.91,141,0,0
01/01/20 13:10,1006.98,2.87,275.48,74.1,5.57,3.45,5.53,1268.18,1.15,205.9,0,0
01/01/20 13:20,1006.83,3.09,275.71,73.7,5.62,3.48,5.58,1266.98,0.9,179.1,0,0
01/01/20 13:30,1006.79,3.86,276.48,70.9,5.71,3.54,5.67,1263.35,0.86,199.8,0,0
01/01/20 13:40,1006.69,3.84,276.48,70.7,5.69,3.52,5.65,1263.31,1.05,195.3,0,0
01/01/20 13:50,1006.6,4.03,276.67,70,5.71,3.53,5.67,1262.33,0.68,215.5,0,0
01/01/20 14:00,1006.41,3.7,276.35,70.8,5.64,3.49,5.6,1263.64,1.31,202.3,0,0
01/01/20 14:10,1006.3,3.45,276.11,72.2,5.65,3.5,5.61,1264.65,0.92,220,0,0
01/01/20 14:20,1006.26,3.64,276.3,71.4,5.66,3.51,5.63,1263.73,0.92,184.7,0,0
01/01/20 14:30,1006.19,3.89,276.56,70.3,5.68,3.52,5.64,1262.46,0.95,195,0,0
01/01/20 14:40,1006.06,3.87,276.55,70.4,5.68,3.52,5.64,1262.4,0.82,191.1,0,0
01/01/20 14:50,1006.01,4.32,277.01,69.02,5.75,3.56,5.71,1260.24,0.62,178.1,0,0
01/01/20 15:00,1006.01,4.58,277.27,68.2,5.78,3.58,5.75,1259.06,0.55,211.3,0,0
01/01/20 15:10,1006.03,4.2,276.89,69.47,5.73,3.55,5.7,1260.83,0.79,207.2,0,0
01/01/20 15:20,1006.02,4.07,276.76,70.3,5.75,3.56,5.72,1261.39,0.5,243.1,0,0
01/01/20 15:30,1006.02,4.44,277.13,69.19,5.81,3.6,5.77,1259.69,0.36,186,0,0
01/01/20 15:40,1005.99,4.5,277.19,68.67,5.79,3.59,5.75,1259.38,0.54,191.8,0,0
01/01/20 15:50,1005.87,4.34,277.04,68.54,5.71,3.54,5.68,1260,0.78,221.6,0,0
01/01/20 16:00,1005.83,3.74,276.44,70.4,5.62,3.48,5.59,1262.75,0.91,229,0,0
01/01/20 16:10,1005.78,3.23,275.93,72.5,5.59,3.46,5.55,1265.04,1.08,217.7,0,0
01/01/20 16:20,1005.71,2.99,275.7,73.4,5.56,3.45,5.53,1266.05,1.06,225.1,0,0
01/01/20 16:30,1005.71,2.89,275.6,73.7,5.54,3.44,5.51,1266.52,1.06,230.8,0,0
01/01/20 16:40,1005.76,2.77,275.48,74,5.52,3.42,5.49,1267.11,0.5,229.7,0,0
01/01/20 16:50,1005.88,2.6,275.3,74.7,5.5,3.41,5.47,1268.08,0.24,45.25,0,0
01/01/20 17:00,1005.96,2.09,274.79,76.6,5.44,3.37,5.41,1270.53,0.53,61.39,0,0
01/01/20 17:10,1005.96,1.63,274.33,78.9,5.42,3.36,5.39,1272.67,0.27,73.8,0,0
01/01/20 17:20,1006.03,1.26,273.95,79.3,5.31,3.29,5.27,1274.56,0.86,223.3,0,0
01/01/20 17:30,1006,1.03,273.72,79.6,5.24,3.25,5.21,1275.61,1.91,224.6,0,0
01/01/20 17:40,1005.96,0.99,273.68,81.3,5.33,3.3,5.3,1275.73,1.39,222.7,0,0
01/01/20 17:50,1005.93,0.85,273.55,81.6,5.3,3.28,5.27,1276.34,1.31,221.1,0,0
01/01/20 18:00,1005.85,0.63,273.34,81.9,5.24,3.25,5.21,1277.28,1.35,220.2,0,0
01/01/20 18:10,1005.81,0.35,273.06,81.8,5.13,3.18,5.1,1278.6,1.21,229.9,0,0
01/01/20 18:20,1005.83,0.05,272.75,84,5.15,3.19,5.12,1280.03,0.51,199.7,0,0
01/01/20 18:30,1005.78,-0.08,272.63,85.5,5.19,3.22,5.16,1280.56,0.44,154,0,0
01/01/20 18:40,1005.71,-0.21,272.5,85.3,5.13,3.18,5.1,1281.1,0.26,81.5,0,0
01/01/20 18:50,1005.7,-0.62,272.1,85.8,5.01,3.1,4.98,1283.04,0.24,212.3,0,0
01/01/20 19:00,1005.68,-1.32,271.4,85.9,4.76,2.95,4.74,1286.45,0.4,63.19,0,0
01/01/20 19:10,1005.71,-1.42,271.3,89,4.9,3.04,4.87,1286.88,0.58,109.4,0,0
01/01/20 19:20,1005.69,-1.31,271.41,90.1,5,3.1,4.97,1286.32,0.19,233.9,0,0
01/01/20 19:30,1005.61,-1.33,271.4,89.6,4.97,3.08,4.94,1286.3,0.5,210.2,0,0
01/01/20 19:40,1005.49,-1.38,271.36,89.8,4.96,3.07,4.93,1286.39,0.28,113.6,0,0
01/01/20 19:50,1005.57,-1.36,271.37,89.1,4.93,3.05,4.9,1286.43,0.5,164.3,0,0
01/01/20 20:00,1005.53,-1.48,271.26,89.7,4.92,3.05,4.89,1286.94,0.58,153.1,0,0
01/01/20 20:10,1005.46,-1.86,270.88,89.3,4.76,2.95,4.73,1288.71,0.78,181.2,0,0
01/01/20 20:20,1005.39,-2.15,270.59,90.6,4.72,2.93,4.7,1290.06,1,175.2,0,0
01/01/20 20:30,1005.34,-2.18,270.57,92,4.79,2.97,4.76,1290.1,0.66,123.6,0,0
01/01/20 20:40,1005.32,-2.24,270.51,92.2,4.78,2.96,4.75,1290.34,0.52,137.8,0,0
01/01/20 20:50,1005.26,-2.57,270.19,92.3,4.67,2.89,4.64,1291.9,0.79,163.7,0,0
01/01/20 21:00,1005.21,-2.78,269.98,92.8,4.62,2.86,4.59,1292.88,1.2,139.7,0,0
01/01/20 21:10,1005.12,-2.85,269.92,93.8,4.64,2.88,4.62,1293.07,0.51,32.69,0,0
01/01/20 21:20,1005.07,-2.95,269.82,93.7,4.6,2.85,4.58,1293.5,0.44,176.2,0,0
01/01/20 21:30,1005.01,-3.21,269.56,93.9,4.52,2.8,4.5,1294.74,0.44,211,0,0
01/01/20 21:40,1004.96,-3.06,269.71,94.7,4.61,2.86,4.59,1293.91,0.64,149.3,0,0
01/01/20 21:50,1004.84,-3,269.78,94.3,4.61,2.86,4.59,1293.47,0.64,183.9,0,0
01/01/20 22:00,1004.76,-3.21,269.58,94,4.53,2.81,4.51,1294.41,1.2,171.8,0,0
01/01/20 22:10,1004.64,-3.27,269.53,94.3,4.52,2.8,4.5,1294.53,1.03,108,0,0
01/01/20 22:20,1004.61,-3.31,269.49,94.4,4.51,2.8,4.49,1294.69,0.7,108.9,0,0
01/01/20 22:30,1004.54,-3.39,269.42,94.7,4.5,2.79,4.48,1294.99,0.62,148.9,0,0
01/01/20 22:40,1004.51,-3.35,269.47,94.8,4.52,2.8,4.5,1294.73,0.77,44.05,0,0
01/01/20 22:50,1004.62,-3.29,269.51,94.9,4.54,2.82,4.52,1294.61,0.38,81.6,0,0
01/01/20 23:00,1004.56,-3.19,269.62,94.5,4.56,2.83,4.54,1294.02,0.15,356.9,0,0
01/01/20 23:10,1004.45,-3.2,269.62,94.2,4.54,2.82,4.52,1293.93,0.41,202,0,0
01/01/20 23:20,1004.35,-3.32,269.5,93.4,4.46,2.77,4.44,1294.45,0.42,189.3,0,0
01/01/20 23:30,1004.28,-3.09,269.74,93.2,4.53,2.81,4.51,1293.2,0.36,181,0,0
01/01/20 23:40,1004.29,-2.96,269.87,90.4,4.44,2.75,4.42,1292.63,0.35,164.2,0,0
01/01/20 23:50,1004.26,-3.46,269.38,89.7,4.24,2.63,4.22,1295.08,0.73,176.7,0,0
02/01/20 0:00,1004.16,-3.39,269.45,91.4,4.34,2.7,4.33,1294.57,0.27,52.68,0,0
02/01/20 0:10,1004.13,-3.47,269.37,91.3,4.31,2.68,4.29,1294.95,0.35,165,0,0
02/01/20 0:20,1004.13,-3.94,268.9,91.2,4.16,2.58,4.14,1297.28,0.71,183.1,0,0
02/01/20 0:30,1004.11,-3.91,268.94,91.3,4.17,2.59,4.16,1297.1,0.72,208.6,0,0
02/01/20 0:40,1004.09,-3.86,268.98,92,4.22,2.62,4.2,1296.81,0.3,257.3,0,0
02/01/20 0:50,1004,-3.88,268.97,90.7,4.16,2.58,4.14,1296.81,0.44,172.4,0,0
02/01/20 1:00,1003.96,-4.23,268.62,90.1,4.02,2.49,4,1298.54,0.75,182.2,0,0
02/01/20 1:10,1003.86,-4.42,268.44,91.1,4,2.49,3.99,1299.33,0.76,196.3,0,0
02/01/20 1:20,1003.9,-4.42,268.44,92.6,4.07,2.53,4.06,1299.32,0.7,176.7,0,0
02/01/20 1:30,1003.76,-4.5,268.37,92.9,4.06,2.52,4.04,1299.56,0.91,210.7,0,0
02/01/20 1:40,1003.75,-4.31,268.56,93.9,4.16,2.58,4.15,1298.57,0.35,329.6,0,0
02/01/20 1:50,1003.72,-4.25,268.62,92.7,4.13,2.56,4.11,1298.26,0.82,199,0,0
02/01/20 2:00,1003.76,-4.2,268.67,93.1,4.16,2.58,4.15,1298.05,0.79,210.3,0,0
02/01/20 2:10,1003.73,-3.98,268.9,93.1,4.23,2.63,4.22,1296.9,0.29,120,0,0
02/01/20 2:20,1003.67,-4.07,268.81,91.2,4.12,2.56,4.1,1297.32,0.61,207.3,0,0
02/01/20 2:30,1003.51,-4.56,268.33,88.7,3.86,2.4,3.85,1299.62,1.56,201.7,0,0
02/01/20 2:40,1003.51,-4.78,268.11,89.7,3.84,2.38,3.82,1300.69,1.03,153.7,0,0
02/01/20 2:50,1003.49,-4.85,268.04,92,3.92,2.43,3.9,1300.96,0.76,137.7,0,0
02/01/20 3:00,1003.38,-4.86,268.04,92.5,3.93,2.44,3.92,1300.84,0.65,104.9,0,0
02/01/20 3:10,1003.27,-4.88,268.03,92.5,3.93,2.44,3.92,1300.79,0.39,187,0,0
02/01/20 3:20,1003.17,-4.91,268.01,91.7,3.89,2.41,3.87,1300.85,0.64,196.9,0,0
02/01/20 3:30,1003.12,-4.81,268.12,90.3,3.86,2.39,3.84,1300.3,0.83,129.4,0,0
02/01/20 3:40,1003.07,-5.03,267.89,91.1,3.82,2.37,3.81,1301.35,0.4,95.3,0,0
02/01/20 3:50,1003.08,-5.12,267.81,91.7,3.82,2.37,3.81,1301.76,0.37,121.4,0,0
02/01/20 4:00,1003.12,-4.72,268.2,92.2,3.96,2.46,3.95,1299.82,0.69,150.9,0,0
02/01/20 4:10,1003.22,-4.45,268.47,90.5,3.97,2.47,3.96,1298.64,0.61,52.94,0,0
02/01/20 4:20,1003.37,-4.54,268.36,89.6,3.9,2.42,3.89,1299.31,0.79,60.49,0,0
02/01/20 4:30,1003.32,-5.02,267.89,89.4,3.76,2.33,3.74,1301.64,0.69,213.6,0,0
02/01/20 4:40,1003.15,-5.39,267.53,90.9,3.71,2.31,3.7,1303.24,0.88,205.9,0,0
02/01/20 4:50,1002.99,-5.48,267.46,90.9,3.69,2.29,3.68,1303.47,0.94,192.4,0,0
02/01/20 5:00,1002.82,-5.43,267.52,89.9,3.66,2.27,3.65,1303.01,1.37,209.1,0,0
02/01/20 5:10,1002.67,-4.96,268,89.1,3.76,2.34,3.75,1300.5,1.09,198.2,0,0
02/01/20 5:20,1002.65,-4.87,268.09,85.4,3.63,2.25,3.62,1300.1,0.76,166.4,0,0
02/01/20 5:30,1002.67,-5.22,267.73,88.3,3.65,2.27,3.64,1301.84,0.94,179.4,0,0
02/01/20 5:40,1002.62,-5.43,267.53,89.8,3.66,2.27,3.65,1302.78,0.45,146.2,0,0
02/01/20 5:50,1002.55,-5.53,267.44,90,3.64,2.26,3.63,1303.16,0.59,89.2,0,0
02/01/20 6:00,1002.53,-5.45,267.52,91.3,3.71,2.31,3.7,1302.73,0.43,111,0,0
02/01/20 6:10,1002.51,-5.58,267.39,90.7,3.65,2.27,3.64,1303.33,0.7,116.9,0,0
02/01/20 6:20,1002.53,-5.78,267.19,90.8,3.6,2.24,3.59,1304.37,0.67,148.4,0,0
02/01/20 6:30,1002.53,-5.69,267.28,91,3.63,2.26,3.62,1303.93,0.41,142.4,0,0
02/01/20 6:40,1002.52,-5.44,267.53,90.3,3.67,2.28,3.67,1302.66,0.29,116.4,0,0
02/01/20 6:50,1002.44,-5.46,267.52,88.5,3.6,2.23,3.59,1302.7,0.4,168.7,0,0
02/01/20 7:00,1002.41,-5.47,267.51,89.7,3.64,2.26,3.63,1302.71,0.4,144.8,0,0
02/01/20 7:10,1002.37,-5.05,267.93,88.3,3.7,2.3,3.69,1300.57,0.31,57.21,0,0
02/01/20 7:20,1002.4,-4.94,268.04,87.4,3.69,2.3,3.69,1300.07,0.95,55.12,0,0
02/01/20 7:30,1002.4,-4.8,268.18,86.5,3.7,2.3,3.69,1299.42,1.49,134.2,0,0
02/01/20 7:40,1002.36,-4.91,268.07,86.6,3.67,2.28,3.66,1299.89,0.94,129.4,0,0
02/01/20 7:50,1002.35,-5.12,267.86,87.4,3.64,2.26,3.63,1300.95,0.53,101.6,0,0
02/01/20 8:00,1002.38,-5.13,267.84,86.8,3.62,2.25,3.61,1301.04,0.59,125.8,0,0
02/01/20 8:10,1002.36,-5.58,267.4,87.6,3.53,2.19,3.52,1303.2,1.09,109,0,0
02/01/20 8:20,1002.35,-5.66,267.32,90.2,3.61,2.24,3.6,1303.58,0.51,49.77,0,0
02/01/20 8:30,1002.27,-5.44,267.55,90.4,3.68,2.29,3.67,1302.33,0.46,199.2,0,0
02/01/20 8:40,1002.18,-4.73,268.26,87.5,3.76,2.34,3.75,1298.75,0.74,172,0,0
02/01/20 8:50,1002.21,-4.44,268.55,84.4,3.71,2.3,3.7,1297.4,0.93,175.7,0,0
02/01/20 9:00,1002.19,-4.39,268.6,83.7,3.69,2.29,3.68,1297.16,0.66,148.2,0,0
02/01/20 9:10,1002.25,-4.71,268.28,84,3.61,2.25,3.6,1298.82,1.16,139.9,0,0
02/01/20 9:20,1002.19,-4.68,268.31,86.2,3.72,2.31,3.71,1298.53,0.53,154.7,0,0
02/01/20 9:30,1002.05,-4.13,268.87,82.9,3.73,2.32,3.72,1295.69,0.86,158,0,0
02/01/20 9:40,1002.01,-4.07,268.93,82.8,3.74,2.32,3.73,1295.37,1.22,144.7,0,0
02/01/20 9:50,1002,-4.04,268.97,82.8,3.75,2.33,3.74,1295.19,1.24,142.2,0,0
02/01/20 10:00,1001.81,-4.16,268.86,83.6,3.75,2.33,3.74,1295.51,0.94,148,0,0
02/01/20 10:10,1001.66,-3.81,269.23,83.9,3.86,2.4,3.86,1293.59,1.13,186.9,0,0
02/01/20 10:20,1001.66,-3.53,269.51,83.6,3.93,2.45,3.93,1292.2,0.74,191.8,0,0
02/01/20 10:30,1001.57,-3.02,270.02,81.4,3.98,2.47,3.97,1289.66,1.33,180.6,0,0
02/01/20 10:40,1001.52,-2.78,270.26,80.2,3.99,2.48,3.98,1288.43,0.79,135.7,0,0
02/01/20 10:50,1001.42,-1.87,271.18,77,4.1,2.55,4.09,1283.93,1.11,204,0,0
02/01/20 11:00,1001.32,-1.24,271.81,73.7,4.11,2.56,4.1,1280.83,1.19,207.6,0,0
02/01/20 11:10,1001.39,-0.91,272.14,72.7,4.15,2.58,4.15,1279.33,0.95,214.2,0,0
02/01/20 11:20,1001.38,-0.56,272.49,71.4,4.19,2.6,4.18,1277.66,1.04,168.7,0,0
02/01/20 11:30,1001.18,-0.59,272.48,71.4,4.18,2.6,4.17,1277.55,0.84,105.2,0,0
02/01/20 11:40,1001.01,-0.19,272.89,70.2,4.23,2.63,4.22,1275.44,0.77,184.8,0,0
02/01/20 11:50,1000.87,0.48,273.57,67.31,4.26,2.65,4.25,1272.14,1.01,233.3,0,0
02/01/20 12:00,1000.7,1.06,274.17,65.15,4.3,2.68,4.29,1269.18,1.67,232.1,0,0
02/01/20 12:10,1000.49,1.8,274.92,61.45,4.28,2.66,4.27,1265.52,1.71,221.5,0,0
02/01/20 12:20,1000.23,1.92,275.06,61.68,4.33,2.7,4.33,1264.63,1.96,199.2,0,0
02/01/20 12:30,1000.03,2.72,275.88,59.96,4.46,2.78,4.46,1260.62,1.56,199.7,0,0
02/01/20 12:40,999.8,3.47,276.65,58.23,4.56,2.84,4.57,1256.87,1.29,190.7,0,0
02/01/20 12:50,999.66,4.37,277.56,55.33,4.62,2.88,4.62,1252.6,1.31,207.6,0,0
02/01/20 13:00,999.58,4.98,278.17,52.83,4.6,2.87,4.61,1249.78,1.01,201.3,0,0
02/01/20 13:10,999.46,5.58,278.78,50.54,4.59,2.86,4.6,1246.93,1.86,149.6,0,0
02/01/20 13:20,999.3,5.73,278.94,52.29,4.8,2.99,4.81,1245.96,1.32,189.5,0,0
02/01/20 13:30,999.16,6.06,279.29,52.72,4.95,3.09,4.96,1244.24,1.17,184.3,0,0
02/01/20 13:40,999.06,6.47,279.7,53.29,5.15,3.21,5.16,1242.21,1.02,189.9,0,0
02/01/20 13:50,998.98,6.47,279.72,53.8,5.2,3.25,5.21,1242.05,1.29,173.9,0,0
02/01/20 14:00,998.88,6.22,279.47,55.42,5.27,3.29,5.27,1243.03,1.04,180.4,0,0
02/01/20 14:10,998.9,5.88,279.13,58.09,5.39,3.36,5.4,1244.51,1.47,179.3,0,0
02/01/20 14:20,998.87,5.71,278.96,60.07,5.51,3.44,5.52,1245.18,1.1,172.4,0,0
02/01/20 14:30,998.81,5.91,279.17,59.87,5.57,3.47,5.58,1244.18,1.59,164.6,0,0
02/01/20 14:40,998.71,5.7,278.97,60.77,5.57,3.48,5.58,1244.98,1.8,193.7,0,0
02/01/20 14:50,998.69,5.41,278.68,61.54,5.53,3.45,5.54,1246.26,1.61,194.6,0,0
02/01/20 15:00,998.65,5.66,278.92,60.22,5.5,3.43,5.51,1245.15,2.44,195.8,0,0
02/01/20 15:10,998.66,5.77,279.04,59.89,5.52,3.44,5.52,1244.63,1.82,184.9,0,0
02/01/20 15:20,998.66,5.61,278.87,61.08,5.56,3.47,5.57,1245.36,1.3,189.7,0,0
02/01/20 15:30,998.75,5.47,278.73,61.8,5.57,3.48,5.58,1246.09,0.87,167.4,0,0
02/01/20 15:40,998.82,5.49,278.74,61.73,5.57,3.48,5.58,1246.09,1.62,177.7,0,0
02/01/20 15:50,998.94,4.96,278.21,63.64,5.54,3.46,5.55,1248.59,1.39,170.3,0,0
02/01/20 16:00,998.97,4.28,277.52,66.44,5.51,3.44,5.52,1251.72,0.94,172.8,0,0
02/01/20 16:10,999.12,3.69,276.92,68.68,5.47,3.41,5.47,1254.59,1.04,150.8,0,0
02/01/20 16:20,999.13,3.36,276.59,70.1,5.45,3.4,5.46,1256.11,0.94,78.4,0,0
02/01/20 16:30,999.28,3.25,276.47,69.98,5.4,3.37,5.41,1256.8,1.26,15.47,0,0
02/01/20 16:40,999.39,3.18,276.39,69.27,5.32,3.32,5.32,1257.31,1.77,358.8,0,0
02/01/20 16:50,999.44,3.06,276.26,70.5,5.37,3.35,5.37,1257.92,2.11,7,0,0
02/01/20 17:00,999.45,2.88,276.08,70.2,5.28,3.29,5.28,1258.78,1.67,19.38,0,0
02/01/20 17:10,999.51,2.61,275.81,71.3,5.26,3.28,5.26,1260.08,1.68,25.77,0,0
02/01/20 17:20,999.52,2.32,275.52,72.3,5.22,3.26,5.23,1261.44,0.88,6.43,0,0
